event_dt,event_flg,event_name,event_f_cnt,event_m_cnt,event_link
2013-01-01,LUX,ITU National Championship Luxembourg Olympic 2013,3,3,/rus/result/itu/national-championship-luxembourg/olympic/2013
2013-01-01,MEX,ITU National Championship Mexico Half 2013,2,4,/rus/result/itu/national-championship-mexico/half/2013
2013-01-01,MEX,ITU National Championship Mexico Sprint 2013,19,25,/rus/result/itu/national-championship-mexico/sprint/2013
2013-01-01,NAM,ITU National Championship Namibia Olympic 2013,3,3,/rus/result/itu/national-championship-namibia/olympic/2013
2013-01-01,CHN,ITU National Championship Taiwan Olympic 2013,8,10,/rus/result/itu/national-championship-taiwan/olympic/2013
2012-12-16,AUS,Ironman Canberra 70.3 2012,219,980,/rus/result/ironman/canberra/half/2012
2012-12-09,AUS,Ironman Western Australia 2012,241,1000,/rus/result/ironman/western-australia/full/2012
2012-12-03,THA,Ironman Laguna Phuket 70.3 2012,108,619,/rus/result/ironman/laguna-phuket/half/2012
2012-11-25,MEX,Ironman Cozumel 2012,379,1390,/rus/result/ironman/cozumel/full/2012
2012-11-18,USA,Ironman Arizona 2012,644,1719,/rus/result/ironman/arizona/full/2012
2012-11-18,AUS,Ironman Shepparton 70.3 2012,216,701,/rus/result/ironman/shepparton/half/2012
2012-11-17,ZIM,ITU African Cup Troutbeck Olympic 2012,4,4,/rus/result/itu/african-cup-troutbeck/olympic/2012
2012-11-17,CHN,ITU Asian Cup Sanshui Olympic 2012,20,28,/rus/result/itu/asian-cup-sanshui/olympic/2012
2012-11-10,ESP,Ironman Lanzarote 70.3 2012,104,498,/rus/result/ironman/lanzarote/half/2012
2012-11-10,MAR,ITU African Cup Agadir Olympic 2012,3,7,/rus/result/itu/african-cup-agadir/olympic/2012
2012-11-03,USA,Ironman Florida 2012,625,1802,/rus/result/ironman/florida/full/2012
2012-10-28,USA,Ironman Austin 70.3 2012,496,1388,/rus/result/ironman/austin/half/2012
2012-10-28,USA,Ironman Miami 70.3 2012,392,1669,/rus/result/ironman/miami/half/2012
2012-10-27,AUS,Ironman Port Macquarie 70.3 2012,207,818,/rus/result/ironman/port-macquarie/half/2012
2012-10-21,AUS,Ironman Mandurah 70.3 2012,132,569,/rus/result/ironman/mandurah/half/2012
2012-10-21,USA,Ironman Arizona 70.3 2012,202,464,/rus/result/ironman/arizona/half/2012
2012-10-20,NZL,ITU World Cup Auckland Olympic 2012,763,1029,/rus/result/itu/world-cup-auckland/olympic/2012
2012-10-20,NZL,ITU World Cup Auckland Sprint 2012,518,690,/rus/result/itu/world-cup-auckland/sprint/2012
2012-10-13,USA,Ironman World Championship 2012,523,1364,/rus/result/ironman/world-championship/full/2012
2012-10-13,HKG,ITU Asian Cup Lantau Olympic 2012,10,14,/rus/result/itu/asian-cup-lantau/olympic/2012
2012-10-10,EST,ITU National Championship Estonia Olympic 2012,5,5,/rus/result/itu/national-championship-estonia/olympic/2012
2012-10-07,TUR,ITU European Cup Alanya Sprint 2012,22,56,/rus/result/itu/european-cup-alanya/sprint/2012
2012-10-07,MEX,ITU World Cup Cancun Sprint 2012,36,56,/rus/result/itu/world-cup-cancun/sprint/2012
2012-10-06,TUR,ITU European Cup Alanya Olympic 2012,24,42,/rus/result/itu/european-cup-alanya/olympic/2012
2012-09-30,ESP,Challenge Costa de Barcelona - Maresme Long 2012,103,1050,/rus/result/challenge/costa-de-barcelona---maresme/full/2012
2012-09-30,GEO,Ironman Augusta 70.3 2012,906,1767,/rus/result/ironman/augusta/half/2012
2012-09-30,USA,Ironman Pocono Mountains 70.3 2012,251,770,/rus/result/ironman/pocono-mountains/half/2012
2012-09-29,ITA,ITU European Cup Mondello Sprint 2012,19,40,/rus/result/itu/european-cup-mondello/sprint/2012
2012-09-29,JPN,ITU World Cup Yokohama Olympic 2012,30,48,/rus/result/itu/world-cup-yokohama/olympic/2012
2012-09-23,MEX,Ironman Cozumel 70.3 2012,268,1154,/rus/result/ironman/cozumel/half/2012
2012-09-23,FRA,Ironman Pays dAix 70.3 2012,98,711,/rus/result/ironman/pays-daix/half/2012
2012-09-23,USA,Ironman Branson 70.3 2012,153,608,/rus/result/ironman/branson/half/2012
2012-09-22,CHN,ITU Asian Cup Yilan Olympic 2012,9,21,/rus/result/itu/asian-cup-yilan/olympic/2012
2012-09-22,KOR,ITU World Cup Tongyeong Olympic 2012,19,39,/rus/result/itu/world-cup-tongyeong/olympic/2012
2012-09-22,CHN,ITU World Cup Weihai Half 2012,9,7,/rus/result/itu/world-cup-weihai/half/2012
2012-09-16,GBR,Ironman Wales 2012,122,1092,/rus/result/ironman/wales/full/2012
2012-09-16,JPN,ITU Asian Cup Murakami Olympic 2012,22,51,/rus/result/itu/asian-cup-murakami/olympic/2012
2012-09-16,FRA,ITU Oceania Cup Tahiti Sprint 2012,5,9,/rus/result/itu/oceania-cup-tahiti/sprint/2012
2012-09-15,USA,ITU American Cup Buffalo Olympic 2012,21,31,/rus/result/itu/american-cup-buffalo/olympic/2012
2012-09-15,POR,ITU European Cup Aveiro Sprint 2012,13,28,/rus/result/itu/european-cup-aveiro/sprint/2012
2012-09-09,CAN,Ironman Muskoka 70.3 2012,229,569,/rus/result/ironman/muskoka/half/2012
2012-09-09,USA,Ironman Wisconsin 2012,615,1722,/rus/result/ironman/wisconsin/full/2012
2012-09-09,FRA,Ironman World Championship 70.3 2012,600,1075,/rus/result/ironman/world-championship/half/2012
2012-09-09,TUR,ITU Balkan Championship Elazig Sprint 2012,4,14,/rus/result/itu/balkan-championship-elazig/sprint/2012
2012-09-09,COL,ITU World Cup Guatape Olympic 2012,17,25,/rus/result/itu/world-cup-guatape/olympic/2012
2012-09-08,NED,Challenge Almere-Amsterdam Long 2012,31,248,/rus/result/challenge/almere-amsterdam/full/2012
2012-09-08,NED,Challenge Almere-Amsterdam Middle 2012,67,359,/rus/result/challenge/almere-amsterdam/half/2012
2012-09-08,CHN,ITU Asian Cup Chengdu Olympic 2012,22,43,/rus/result/itu/asian-cup-chengdu/olympic/2012
2012-09-08,SLO,ITU European Cup Bled Sprint 2012,31,48,/rus/result/itu/european-cup-bled/sprint/2012
2012-09-08,NED,ITU National Championship Netherlands Half 2012,15,15,/rus/result/itu/national-championship-netherlands/half/2012
2012-09-02,IRL,Ironman Galway 70.3 2012,152,796,/rus/result/ironman/galway/half/2012
2012-09-02,ESP,ITU European Cup Aguilas Sprint 2012,38,73,/rus/result/itu/european-cup-aguilas/sprint/2012
2012-09-01,ESP,ITU Youth European Championship Aguilas Olympic 2012,34,46,/rus/result/itu/youth-european-championship-aguilas/olympic/2012
2012-08-26,CAN,Ironman Canada 2012,815,1607,/rus/result/ironman/canada/full/2012
2012-08-26,USA,Ironman Louisville 2012,537,1691,/rus/result/ironman/louisville/full/2012
2012-08-26,AUT,Ironman Zell am See-Kaprun 70.3 2012,241,1253,/rus/result/ironman/zell-am-see-kaprun/half/2012
2012-08-25,CZE,ITU European Cup Karlovy Vary Olympic 2012,13,30,/rus/result/itu/european-cup-karlovy-vary/olympic/2012
2012-08-25,SWE,ITU World Cup Stockholm Sprint 2012,51,60,/rus/result/itu/world-cup-stockholm/sprint/2012
2012-08-22,SUI,ITU Military Championship Lausanne Olympic 2012,40,64,/rus/result/itu/military-championship-lausanne/olympic/2012
2012-08-19,CAN,Ironman Mont-Tremblant 2012,501,1598,/rus/result/ironman/mont-tremblant/full/2012
2012-08-19,USA,Ironman Maytag Steelhead 70.3 2012,356,865,/rus/result/ironman/maytag-steelhead/half/2012
2012-08-19,USA,Ironman Timberman 70.3 2012,414,892,/rus/result/ironman/timberman/half/2012
2012-08-19,EST,Triathlon Estonia Keila Full 2012,3,42,/rus/result/triathlon-estonia/keila/full/2012
2012-08-19,AUS,Ironman Yeppoon 70.3 2012,137,475,/rus/result/ironman/yeppoon/half/2012
2012-08-19,CAN,ITU American Cup Kelowna Olympic 2012,20,26,/rus/result/itu/american-cup-kelowna/olympic/2012
2012-08-19,RUS,ITU European Cup Penza Olympic 2012,18,27,/rus/result/itu/european-cup-penza/olympic/2012
2012-08-18,SWE,Ironman Kalmar 2012,158,1190,/rus/result/ironman/kalmar/full/2012
2012-08-18,RUS,ITU European Cup Penza Sprint 2012,27,45,/rus/result/itu/european-cup-penza/sprint/2012
2012-08-12,GER,Ironman Wiesbaden 70.3 2012,196,1190,/rus/result/ironman/wiesbaden/half/2012
2012-08-12,DEN,Ironman Copenhagen 2012,209,1317,/rus/result/ironman/copenhagen/full/2012
2012-08-05,GER,OstseeMan Glucksburg Full 2012,40,380,/rus/result/ostseeman/glucksburg/full/2012
2012-08-05,USA,Ironman Boulder 70.3 2012,445,868,/rus/result/ironman/boulder/half/2012
2012-08-05,PHI,Ironman Philippines 70.3 2012,178,951,/rus/result/ironman/philippines/half/2012
2012-08-05,RUS,Бережковский триатлон Sprint 2012,34,206,/rus/result/nobrand/berezhkovskiy-triatlon/sprint/2012
2012-08-04,GBR,ITU Olympic Games London Olympic 2012,52,54,/rus/result/itu/olympic-games-london/olympic/2012
2012-07-29,CAN,Ironman Calgary 70.3 2012,155,393,/rus/result/ironman/calgary/half/2012
2012-07-29,CZE,ITU European Cup Tabor Sprint 2012,36,74,/rus/result/itu/european-cup-tabor/sprint/2012
2012-07-29,ESP,ITU World Championship Vitoria-Gasteiz Half 2012,203,602,/rus/result/itu/world-championship-vitoria-gasteiz/half/2012
2012-07-22,RUS,Выборгмен Half 2012,7,154,/rus/result/nobrand/vyborgmen/half/2012
2012-07-22,USA,Ironman Lake Placid 2012,571,1709,/rus/result/ironman/lake-placid/full/2012
2012-07-22,GBR,Ironman UK 2012,133,1047,/rus/result/ironman/uk/full/2012
2012-07-22,KAZ,ITU Asian Cup Kokshetau Olympic 2012,5,14,/rus/result/itu/asian-cup-kokshetau/olympic/2012
2012-07-22,SUI,ITU European Cup Geneva Olympic 2012,25,49,/rus/result/itu/european-cup-geneva/olympic/2012
2012-07-21,CAN,ITU American Cup Magog Olympic 2012,20,27,/rus/result/itu/american-cup-magog/olympic/2012
2012-07-21,GER,ITU World Cup Hamburg Sprint 2012,50,73,/rus/result/itu/world-cup-hamburg/sprint/2012
2012-07-15,USA,Ironman Racine 70.3 2012,589,1246,/rus/result/ironman/racine/half/2012
2012-07-15,SUI,Ironman Zurich 2012,162,1232,/rus/result/ironman/zurich/full/2012
2012-07-15,USA,Ironman Vineman 70.3 2012,749,1304,/rus/result/ironman/vineman/half/2012
2012-07-15,USA,Ironman Lake Stevens 70.3 2012,282,546,/rus/result/ironman/lake-stevens/half/2012
2012-07-14,HUN,ITU European Cup Tiszaujvaros SuperSprint 2012,64,77,/rus/result/itu/european-cup-tiszaujvaros/supersprint/2012
2012-07-14,HUN,ITU World Cup Tiszaujvaros Sprint 2012,71,90,/rus/result/itu/world-cup-tiszaujvaros/sprint/2012
2012-07-08,GER,Ironman Frankfurt 2012,241,2076,/rus/result/ironman/frankfurt/full/2012
2012-07-08,NOR,Ironman Haugesund Norway 70.3 2012,60,278,/rus/result/ironman/haugesund-norway/half/2012
2012-07-08,GER,Challenge Roth Long 2012,355,2398,/rus/result/challenge/roth/full/2012
2012-07-08,USA,Ironman Rhode Island 70.3 2012,239,656,/rus/result/ironman/rhode-island/half/2012
2012-07-08,GER,Challenge European Championship Roth Long 2012,244,1569,/rus/result/challenge/european-championship-roth/full/2012
2012-07-08,JPN,ITU Asian Cup Osaka Olympic 2012,15,44,/rus/result/itu/asian-cup-osaka/olympic/2012
2012-07-08,CAN,ITU Junior Pan American Championship Edmonton Sprint 2012,50,56,/rus/result/itu/junior-pan-american-championship-edmonton/sprint/2012
2012-07-08,DEN,ITU National Championship Denmark Half 2012,5,5,/rus/result/itu/national-championship-denmark/half/2012
2012-07-07,USA,Ironman Muncie 70.3 2012,426,1066,/rus/result/ironman/muncie/half/2012
2012-07-07,UKR,Славянская Хвиля Half 2012,6,56,/rus/result/nobrand/slavyanskaya-khvilya/half/2012
2012-07-07,KAZ,ITU Asian Cup Burabay Olympic 2012,4,15,/rus/result/itu/asian-cup-burabay/olympic/2012
2012-07-07,NED,ITU European Cup Holten Olympic 2012,26,54,/rus/result/itu/european-cup-holten/olympic/2012
2012-07-07,NED,ITU European Cup Holten Sprint 2012,28,64,/rus/result/itu/european-cup-holten/sprint/2012
2012-07-06,CAN,ITU World Cup Edmonton Olympic 2012,27,39,/rus/result/itu/world-cup-edmonton/olympic/2012
2012-07-01,AUT,Ironman Austria 2012,233,1778,/rus/result/ironman/austria/full/2012
2012-07-01,TUR,ITU European Cup Istanbul Olympic 2012,20,27,/rus/result/itu/european-cup-istanbul/olympic/2012
2012-07-01,DEN,ITU National Championship Denmark Sprint 2012,5,5,/rus/result/itu/national-championship-denmark/sprint/2012
2012-06-30,LTU,ITU European Cup Kupiskis Sprint 2012,20,36,/rus/result/itu/european-cup-kupiskis/sprint/2012
2012-06-30,CHN,ITU World University Championship Yilan Olympic 2012,39,48,/rus/result/itu/world-university-championship-yilan/olympic/2012
2012-06-24,USA,Ironman Buffalo Springs Lake 70.3 2012,226,575,/rus/result/ironman/buffalo-springs-lake/half/2012
2012-06-24,USA,Ironman Coeur dAlene 2012,554,1591,/rus/result/ironman/coeur-dalene/full/2012
2012-06-24,FRA,Ironman Nice 2012,152,1904,/rus/result/ironman/nice/full/2012
2012-06-24,JPN,Ironman Japan 70.3 2012,135,1139,/rus/result/ironman/japan/half/2012
2012-06-24,CAN,Ironman Mont-Tremblant 70.3 2012,454,1211,/rus/result/ironman/mont-tremblant/half/2012
2012-06-24,USA,Ironman Syracuse 70.3 2012,289,700,/rus/result/ironman/syracuse/half/2012
2012-06-23,AUT,ITU World Cup Kitzbuehel Olympic 2012,30,57,/rus/result/itu/world-cup-kitzbuehel/olympic/2012
2012-06-17,GBR,Ironman UK Exmoor 70.3 2012,174,1091,/rus/result/ironman/uk-exmoor/half/2012
2012-06-17,DEN,Ironman Aarhus 70.3 2012,140,822,/rus/result/ironman/aarhus/half/2012
2012-06-17,GER,Ironman Regensburg 2012,115,946,/rus/result/ironman/regensburg/full/2012
2012-06-17,ESP,ITU World Cup Banyoles Olympic 2012,30,55,/rus/result/itu/world-cup-banyoles/olympic/2012
2012-06-16,AUT,ITU European Cup Vienna Sprint 2012,30,75,/rus/result/itu/european-cup-vienna/sprint/2012
2012-06-10,USA,Ironman Eagleman 70.3 2012,533,1206,/rus/result/ironman/eagleman/half/2012
2012-06-10,ITA,Ironman Pescara 70.3 2012,113,1033,/rus/result/ironman/pescara/half/2012
2012-06-10,GER,Challenge Kraichgau Middle 2012,280,1420,/rus/result/challenge/kraichgau/half/2012
2012-06-10,GER,Challenge Kraichgau Olympic 2012,140,529,/rus/result/challenge/kraichgau/olympic/2012
2012-06-10,USA,Ironman Kansas 70.3 2012,323,829,/rus/result/ironman/kansas/half/2012
2012-06-10,GER,Challenge European Championship Kraichgau Middle 2012,279,1415,/rus/result/challenge/european-championship-kraichgau/half/2012
2012-06-10,JPN,ITU Asian Cup Gamagori Olympic 2012,16,27,/rus/result/itu/asian-cup-gamagori/olympic/2012
2012-06-10,ITA,ITU European Cup Cremona Sprint 2012,41,62,/rus/result/itu/european-cup-cremona/sprint/2012
2012-06-09,USA,Ironman Boise 70.3 2012,393,841,/rus/result/ironman/boise/half/2012
2012-06-03,AUS,Ironman Cairns 2012,130,623,/rus/result/ironman/cairns/full/2012
2012-06-03,AUS,Ironman Cairns 70.3 2012,261,544,/rus/result/ironman/cairns/half/2012
2012-06-03,SUI,Ironman Switzerland 70.3 2012,311,1607,/rus/result/ironman/switzerland/half/2012
2012-06-03,USA,Ironman Mooseman 70.3 2012,156,549,/rus/result/ironman/mooseman/half/2012
2012-06-03,JPN,ITU Asian Cup Amakusa Olympic 2012,20,46,/rus/result/itu/asian-cup-amakusa/olympic/2012
2012-06-02,USA,Ironman Hawaii 70.3 2012,468,970,/rus/result/ironman/hawaii/half/2012
2012-06-02,USA,ITU American Cup Dallas Olympic 2012,12,32,/rus/result/itu/american-cup-dallas/olympic/2012
2012-05-27,BRA,Ironman Brazil 2012,136,1245,/rus/result/ironman/brazil/full/2012
2012-05-27,ESP,Challenge Costa de Barcelona - Maresme Middle 2012,129,1204,/rus/result/challenge/costa-de-barcelona---maresme/half/2012
2012-05-26,ESP,ITU World Cup Madrid Olympic 2012,58,74,/rus/result/itu/world-cup-madrid/olympic/2012
2012-05-20,USA,Ironman Florida 70.3 2012,492,1224,/rus/result/ironman/florida/half/2012
2012-05-20,AUT,Ironman Austria St. Polten 70.3 2012,217,1376,/rus/result/ironman/austria-st-polten/half/2012
2012-05-19,ESP,Ironman Lanzarote 2012,123,1324,/rus/result/ironman/lanzarote/full/2012
2012-05-19,USA,Ironman Texas 2012,496,1525,/rus/result/ironman/texas/full/2012
2012-05-19,CHN,ITU Asian Cup Jiayuguan Olympic 2012,24,33,/rus/result/itu/asian-cup-jiayuguan/olympic/2012
2012-05-12,ESP,Ironman Mallorca 70.3 2012,283,1558,/rus/result/ironman/mallorca/half/2012
2012-05-10,USA,ITU World Cup San Diego Olympic 2012,58,61,/rus/result/itu/world-cup-san-diego/olympic/2012
2012-05-06,AUS,Ironman Australia 2012,185,1113,/rus/result/ironman/australia/full/2012
2012-05-06,ISV,Ironman St. Croix 70.3 2012,142,323,/rus/result/ironman/st-croix/half/2012
2012-05-06,TUR,ITU European Cup Antalya Olympic 2012,33,48,/rus/result/itu/european-cup-antalya/olympic/2012
2012-05-06,MEX,ITU World Cup Huatulco Olympic 2012,25,46,/rus/result/itu/world-cup-huatulco/olympic/2012
2012-05-05,AUS,Ironman Busselton 70.3 2012,386,960,/rus/result/ironman/busselton/half/2012
2012-05-05,USA,Ironman St. George 2012,150,857,/rus/result/ironman/st-george/full/2012
2012-05-05,PHI,ITU Asian Cup Subic Bay Olympic 2012,8,16,/rus/result/itu/asian-cup-subic-bay/olympic/2012
2012-05-05,ESA,ITU Central American Championship El Salvador Sprint 2012,14,34,/rus/result/itu/central-american-championship-el-salvador/sprint/2012
2012-05-05,MEX,ITU Junior North American Championship Huatulco Sprint 2012,16,23,/rus/result/itu/junior-north-american-championship-huatulco/sprint/2012
2012-04-28,CHN,ITU Asian Cup Fuzhou Olympic 2012,19,38,/rus/result/itu/asian-cup-fuzhou/olympic/2012
2012-04-22,RSA,Ironman South Africa 2012,204,1180,/rus/result/ironman/south-africa/full/2012
2012-04-22,USA,Ironman New Orleans 70.3 2012,355,842,/rus/result/ironman/new-orleans/half/2012
2012-04-22,JPN,ITU World Cup Ishigaki Olympic 2012,28,47,/rus/result/itu/world-cup-ishigaki/olympic/2012
2012-04-21,MEX,ITU American Cup Mazatlan Olympic 2012,15,29,/rus/result/itu/american-cup-mazatlan/olympic/2012
2012-04-20,ISR,ITU European Championship Eilat Olympic 2012,170,408,/rus/result/itu/european-championship-eilat/olympic/2012
2012-04-20,ISR,ITU European Championship Eilat Sprint 2012,108,206,/rus/result/itu/european-championship-eilat/sprint/2012
2012-04-14,AUS,ITU World Cup Sydney Olympic 2012,60,57,/rus/result/itu/world-cup-sydney/olympic/2012
2012-04-07,MAR,ITU African Cup Larache Sprint 2012,29,43,/rus/result/itu/african-cup-larache/sprint/2012
2012-04-07,BRA,ITU American Cup Ilheus-Bahia Olympic 2012,7,18,/rus/result/itu/american-cup-ilheus-bahia/olympic/2012
2012-04-07,JPN,ITU Asian Championship Tateyama Sprint 2012,35,116,/rus/result/itu/asian-championship-tateyama/sprint/2012
2012-04-07,JPN,ITU Junior Asian Championship Tateyama Sprint 2012,22,33,/rus/result/itu/junior-asian-championship-tateyama/sprint/2012
2012-04-01,USA,Ironman Texas 70.3 2012,634,1589,/rus/result/ironman/texas/half/2012
2012-04-01,POR,ITU European Cup Quarteira Sprint 2012,30,66,/rus/result/itu/european-cup-quarteira/sprint/2012
2012-03-31,USA,Ironman Oceanside California 70.3 2012,530,1614,/rus/result/ironman/oceanside-california/half/2012
2012-03-31,MRI,ITU African Championship Le Morne Olympic 2012,8,25,/rus/result/itu/african-championship-le-morne/olympic/2012
2012-03-31,BRA,ITU American Cup Joao Pessoa Olympic 2012,9,18,/rus/result/itu/american-cup-joao-pessoa/olympic/2012
2012-03-31,POR,ITU European Cup Quarteira Olympic 2012,29,59,/rus/result/itu/european-cup-quarteira/olympic/2012
2012-03-31,MRI,ITU Junior African Championship Le Morne Sprint 2012,5,14,/rus/result/itu/junior-african-championship-le-morne/sprint/2012
2012-03-25,AUS,Ironman Melbourne 2012,242,1183,/rus/result/ironman/melbourne/full/2012
2012-03-25,AUS,ITU Oceania Cup Mooloolaba Olympic 2012,15,45,/rus/result/itu/oceania-cup-mooloolaba/olympic/2012
2012-03-24,MEX,ITU American Cup Ixtapa Olympic 2012,16,26,/rus/result/itu/american-cup-ixtapa/olympic/2012
2012-03-24,CHI,ITU American Cup Valparaiso Olympic 2012,9,15,/rus/result/itu/american-cup-valparaiso/olympic/2012
2012-03-24,AUS,ITU World Cup Mooloolaba Olympic 2012,43,51,/rus/result/itu/world-cup-mooloolaba/olympic/2012
2012-03-18,USA,Ironman San Juan Puerto Rico 70.3 2012,251,778,/rus/result/ironman/san-juan-puerto-rico/half/2012
2012-03-18,SGP,Ironman Singapore 70.3 2012,145,888,/rus/result/ironman/singapore/half/2012
2012-03-18,RSA,ITU African Cup Port Elizabeth Olympic 2012,21,15,/rus/result/itu/african-cup-port-elizabeth/olympic/2012
2012-03-18,CHI,ITU Junior South American Championship Santiago Sprint 2012,20,39,/rus/result/itu/junior-south-american-championship-santiago/sprint/2012
2012-03-17,CHI,ITU American Cup Santiago Olympic 2012,10,24,/rus/result/itu/american-cup-santiago/olympic/2012
2012-03-10,AUS,ITU Junior Oceania Championship Devonport Sprint 2012,19,49,/rus/result/itu/junior-oceania-championship-devonport/sprint/2012
2012-03-10,AUS,ITU Oceania Championship Devonport Olympic 2012,51,124,/rus/result/itu/oceania-championship-devonport/olympic/2012
2012-03-04,NZL,Ironman New Zealand 2012,332,1084,/rus/result/ironman/new-zealand/full/2012
2012-03-03,UAE,Abu Dhabi International Triathlon Full 2012,36,222,/rus/result/abu-dhabi/international-triathlon/full/2012
2012-03-03,UAE,Abu Dhabi International Triathlon Half 2012,109,516,/rus/result/abu-dhabi/international-triathlon/half/2012
2012-03-03,USA,ITU American Cup Clermont Sprint 2012,31,47,/rus/result/itu/american-cup-clermont/sprint/2012
2012-03-03,ECU,ITU American Cup Salinas Olympic 2012,15,21,/rus/result/itu/american-cup-salinas/olympic/2012
2012-02-26,PER,ITU American Cup Lima Olympic 2012,11,19,/rus/result/itu/american-cup-lima/olympic/2012
2012-02-19,SRI,Ironman Sri Lanka 70.3 2012,29,134,/rus/result/ironman/sri-lanka/half/2012
2012-02-19,RSA,ITU African Cup Cape Town Sprint 2012,18,37,/rus/result/itu/african-cup-cape-town/sprint/2012
2012-02-12,PAN,Ironman Panama 70.3 2012,118,426,/rus/result/ironman/panama/half/2012
2012-02-12,BAR,ITU American Cup Bridgetown Sprint 2012,13,15,/rus/result/itu/american-cup-bridgetown/sprint/2012
2012-02-12,AUS,ITU Oceania Cup Geelong Sprint 2012,20,51,/rus/result/itu/oceania-cup-geelong/sprint/2012
2012-02-05,NZL,ITU Oceania Cup Kinloch Sprint 2012,23,36,/rus/result/itu/oceania-cup-kinloch/sprint/2012
2012-01-22,RSA,Ironman South Africa 70.3 2012,545,1775,/rus/result/ironman/south-africa/half/2012
2012-01-22,CHI,ITU American Cup Vina del Mar Olympic 2012,14,28,/rus/result/itu/american-cup-vina-del-mar/olympic/2012
2012-01-13,ARG,ITU Pan American Championship La Paz Olympic 2012,81,429,/rus/result/itu/pan-american-championship-la-paz/olympic/2012
2012-01-01,EST,ITU National Championship Estonia Half 2012,5,5,/rus/result/itu/national-championship-estonia/half/2012
2011-12-17,MRI,ITU African Cup Le Morne Olympic 2011,10,11,/rus/result/itu/african-cup-le-morne/olympic/2011
2011-12-11,AUS,Ironman Canberra 70.3 2011,195,790,/rus/result/ironman/canberra/half/2011
2011-12-04,AUS,Ironman Western Australia 2011,234,946,/rus/result/ironman/western-australia/full/2011
2011-12-04,NZL,Ironman Auckland 70.3 2011,132,628,/rus/result/ironman/auckland/half/2011
2011-11-27,MEX,Ironman Cozumel 2011,440,1305,/rus/result/ironman/cozumel/full/2011
2011-11-27,RSA,ITU African Cup Pretoria Olympic 2011,6,12,/rus/result/itu/african-cup-pretoria/olympic/2011
2011-11-20,USA,Ironman Arizona 2011,670,1770,/rus/result/ironman/arizona/full/2011
2011-11-20,PAN,ITU American Cup Panama Olympic 2011,11,16,/rus/result/itu/american-cup-panama/olympic/2011
2011-11-20,NZL,ITU World Cup Auckland Olympic 2011,32,38,/rus/result/itu/world-cup-auckland/olympic/2011
2011-11-19,ZIM,ITU African Cup Troutbeck Olympic 2011,2,8,/rus/result/itu/african-cup-troutbeck/olympic/2011
2011-11-13,AUS,Ironman Shepparton 70.3 2011,197,680,/rus/result/ironman/shepparton/half/2011
2011-11-12,MAR,ITU African Cup Agadir Olympic 2011,4,9,/rus/result/itu/african-cup-agadir/olympic/2011
2011-11-06,AUS,Ironman Port Macquarie 70.3 2011,133,407,/rus/result/ironman/port-macquarie/half/2011
2011-11-06,COL,ITU World Cup Guatape Olympic 2011,41,49,/rus/result/itu/world-cup-guatape/olympic/2011
2011-11-05,USA,Ironman Florida 2011,519,1833,/rus/result/ironman/florida/full/2011
2011-11-05,USA,ITU World Championship Henderson Half 2011,280,510,/rus/result/itu/world-championship-henderson/half/2011
2011-11-02,TUR,ITU European Cup Alanya Olympic 2011,18,48,/rus/result/itu/european-cup-alanya/olympic/2011
2011-11-02,TUR,ITU European Cup Alanya Sprint 2011,23,42,/rus/result/itu/european-cup-alanya/sprint/2011
2011-10-30,USA,Ironman Miami 70.3 2011,391,1626,/rus/result/ironman/miami/half/2011
2011-10-29,ISR,ITU European Cup Eilat Olympic 2011,9,15,/rus/result/itu/european-cup-eilat/olympic/2011
2011-10-28,ISR,ITU U23 European Championship Eilat Olympic 2011,15,29,/rus/result/itu/u23-european-championship-eilat/olympic/2011
2011-10-23,USA,Ironman Austin 70.3 2011,550,1418,/rus/result/ironman/austin/half/2011
2011-10-23,USA,Ironman Arizona 70.3 2011,239,573,/rus/result/ironman/arizona/half/2011
2011-10-23,MEX,ITU Pan American Games Guadalajara Olympic 2011,17,33,/rus/result/itu/pan-american-games-guadalajara/olympic/2011
2011-10-22,CHN,ITU Asian Cup Sanshui Olympic 2011,19,31,/rus/result/itu/asian-cup-sanshui/olympic/2011
2011-10-15,MAR,ITU African Cup Larache Sprint 2011,8,40,/rus/result/itu/african-cup-larache/sprint/2011
2011-10-15,KOR,ITU World Cup Tongyeong Olympic 2011,30,40,/rus/result/itu/world-cup-tongyeong/olympic/2011
2011-10-09,USA,ITU American Cup Myrtle Olympic 2011,15,28,/rus/result/itu/american-cup-myrtle/olympic/2011
2011-10-09,MEX,ITU World Cup Huatulco Olympic 2011,34,40,/rus/result/itu/world-cup-huatulco/olympic/2011
2011-10-08,USA,Ironman World Championship 2011,475,1299,/rus/result/ironman/world-championship/full/2011
2011-10-08,ESP,Ironman Lanzarote 70.3 2011,28,210,/rus/result/ironman/lanzarote/half/2011
2011-10-08,KEN,ITU African Cup Mombasa Olympic 2011,1,9,/rus/result/itu/african-cup-mombasa/olympic/2011
2011-09-25,GEO,Ironman Augusta 70.3 2011,831,1789,/rus/result/ironman/augusta/half/2011
2011-09-25,FRA,Ironman Pays dAix 70.3 2011,109,868,/rus/result/ironman/pays-daix/half/2011
2011-09-24,USA,ITU American Cup Buffalo Olympic 2011,16,46,/rus/result/itu/american-cup-buffalo/olympic/2011
2011-09-23,CHN,ITU Asian Championship Yilan Olympic 2011,24,47,/rus/result/itu/asian-championship-yilan/olympic/2011
